AdminID,StreamKind,livestatus,schedule_str,starttime_str,Platform,StreamID,otherAdminIDs,StreamTitle
CVHLHL2019120100,Live,finished,2024-01-27T10:00:00Z,2024-01-27T10:00:08Z,Youtube,QkdDWaBtK04,,きゅうくらりん / 星街すいせい(Cover)
CVHLHL2019120100,Live,finished,2024-01-26T11:00:00Z,2024-01-26T11:00:49Z,Youtube,fh3WduyCuw8,,【Palworld】今日の目標：神速ライバードを産む【ホロライブ / 星街すいせい 】
CVHLHL2019120100,Live,finished,2024-01-23T12:00:00Z,2024-01-23T12:02:05Z,Youtube,8ccKyovsa_k,CVHLHL2018080800:CVHLHL2019122503,【Palworld】ホロ鯖が復帰しないので難民鯖立てた【ホロライブ / 星街すいせい 】
CVHLHL2019120100,Live,finished,2024-01-21T08:00:00Z,2024-01-21T08:02:02Z,Youtube,x_KlMfhijwI,,【Palworld】ホロ鯖にてまだ見ぬパルに出会う‼【ホロライブ / 星街すいせい 】
CVHLHL2019120100,Live,finished,2024-01-19T12:00:00Z,2024-01-19T12:00:53Z,Youtube,owO6fma5lRA,,【ホロライブ共通テスト】これでもホロライブ５年目です‼【ホロライブ / 星街すいせい 】
CVHLHL2018050300,Live,finished,2024-01-14T13:00:00Z,2024-01-14T13:06:05Z,Youtube,uzbe_Ra0l_I,,【ホロメン相関図】ホロメンみんなの印象や思い出を語る！！！【ホロライブ/夜空メル】
CVHLHL2018050300,Live,finished,2024-01-12T11:00:00Z,2024-01-12T11:04:31Z,Youtube,gMvNFZ-PF7M,CVHLHL2020080604,【＃ポルメル】ぽるぽると初サシ対談コラボ！？雑談したり質問に答えたり！【ホロライブ/夜空メル,尾丸ポルカ】
CVHLHL2018050300,Live,finished,2024-01-10T11:00:00Z,2024-01-10T11:05:20Z,Youtube,8vtWkeFpNoY,,【料理枠】カメラ付き/オフコラボでKotokaちゃんとハンバーグ作り👊！【ホロライブ/夜空メル】
CVHLHL2018050300,Live,finished,2024-01-08T10:30:00Z,2024-01-08T10:25:08Z,Youtube,7wHqfCsoB6g,,【#ホロお正月CUP2024】雑魚杯王に俺はなる！！！！！！！！！！！！！！！！【ホロライブ/夜空メル】
CVHLHL2018050300,Live,finished,2024-01-08T09:00:00Z,2024-01-08T08:57:51Z,Youtube,dfhAHDCgUoE,,【#ホロお正月CUP2024】目指せつよ杯！本選Fブロックいくぞおおおお！！！【ホロライブ/夜空メル】
CVHLHL2018060102,Live,finished,2024-01-29T03:00:00Z,2024-01-29T02:59:57Z,Youtube,ZhCfcaI-3UM,,【Palworld】かわいいパルを探すぞ～！！！【ホロライブ/夏色まつり】
CVHLHL2018060102,Live,finished,2024-01-25T22:15:00Z,2024-01-25T22:07:01Z,Youtube,D3p3Ourcawk,,【朝活】おはようなのだ！！【ホロライブ/夏色まつり】
CVHLHL2018060102,Live,finished,2024-01-25T12:00:00Z,2024-01-25T11:59:03Z,Youtube,97YJwJw6Acs,,【 APEX 】渋ハルカスタム最終回！　w/tttcheekyttt,杏戸ゆげ【ホロライブ/夏色まつり】
CVHLHL2018060102,Live,finished,2024-01-24T13:02:18Z,2024-01-24T13:06:22Z,Youtube,Gp07Fmbu8Og,,【Palworld】完全初見！パルワールドホロ鯖に降臨✨【ホロライブ/夏色まつり】
CVHLHL2018060102,Live,finished,2024-01-20T09:00:00Z,2024-01-20T09:00:21Z,Youtube,URNdVmgBSCQ,,【歌枠】お歌聴いてくれますか？💞【ホロライブ/夏色まつり】
CVHLHL2018060200,Live,finished,2024-01-29T15:21:33Z,2024-01-29T15:30:31Z,Youtube,FSB8_qvUmW0,,壺おじできなくなった；；；；；；；；；；；；；；；；；；；；；；；；；
CVHLHL2018060200,Live,finished,2024-01-28T11:00:00Z,2024-01-28T11:01:18Z,Youtube,yHf6cij1AMA,CVHLHL2019122500:CVHLHL2019122504:CVHLHL2018060200:CVHLHL2023090404,【アソビ大全】はじめちゃん、ちょっとツラ貸せよ・・・！😎【ホロライブ/赤井はあと】
CVHLHL2018060200,Live,finished,2024-01-27T15:00:00Z,2024-01-27T15:02:06Z,Youtube,AdPKiBHUp7c,,【パルワールド】はじめてのホロ鯖！参戦～～～！【ホロライブ/赤井はあと】
CVHLHL2018060200,Live,finished,2024-01-27T03:00:00Z,2024-01-27T03:02:53Z,Youtube,rWYS1FP4aPI,,【最終回】#はあちゃま神絵師になる withももしき先生【ホロライブ/赤井はあと】
CVHLHL2018060200,Live,finished,2024-01-26T22:05:00Z,2024-01-26T22:06:10Z,Youtube,nfLIpEl91Ok,,【朝活】おはるーじゅ！無性にやりたかったゲームやる・・・【ホロライブ/赤井はあと】
CVHLHL2018080800,Live,finished,2024-01-28T06:00:00Z,2024-01-28T06:01:11Z,Youtube,MWQQiBVgrXk,,【パルワールド】図鑑をコンプするまで終われない！？！？【湊あくあ/ホロライブ】
CVHLHL2018080800,Live,finished,2024-01-27T10:00:00Z,2024-01-27T10:00:57Z,Youtube,WxAxQCOCfls,,【歌枠】るんるんでうたうよ～～～！KARAOKE LIVE♡【湊あくあ/ホロライブ】
CVHLHL2018080800,Live,finished,2024-01-26T09:00:00Z,2024-01-26T09:01:31Z,Youtube,WaaoNJ7okN8,,【パルワールド】伝説の４皇ボス捕獲するぞ！！！！！！！！！！！！！【湊あくあ/ホロライブ】
CVHLHL2018080800,Live,finished,2024-01-24T13:00:00Z,2024-01-24T13:00:45Z,Youtube,kZpzN2EMogg,,【Palworld】ホロ鯖！あてぃし、なんかやっちゃいました？【湊あくあ/ホロライブ】
CVHLHL2018080800,Live,finished,2024-01-23T11:00:00Z,2024-01-23T11:00:45Z,Youtube,LiFokiohjvA,CVHLHL2019120100:CVHLHL2019122503,【Palworld】うがががががががががが【湊あくあ/ホロライブ】
CVHLHL2018081700,video,finished,2024-01-13T09:00:43Z,2024-01-13T09:00:43Z,Youtube,qLzj92g5Fyc,,【踊ってみた】リア充★撲滅運動／紫咲シオン（hololive × HoneyWorks） #shorts
CVHLHL2018081700,Live,finished,2023-12-22T12:00:00Z,2023-12-22T12:01:53Z,Youtube,zOTxwiOsO50,,お休みについてのお話。【ホロライブ/紫咲シオン】
CVHLHL2018081700,Live,finished,2023-12-14T14:00:00Z,2023-12-14T14:01:16Z,Youtube,yI74aj6rDQg,,【雑談】話したい事たくさん！！誕生日裏話とか色々！！✨【ホロライブ/紫咲シオン】
CVHLHL2018081700,video,finished,2023-12-11T10:00:40Z,2023-12-11T10:00:40Z,Youtube,rwk0x8hegCM,,【オリ曲】シンデレラ・マジック出たよ！【ホロライブ/紫咲シオン】#shorts
CVHLHL2018081700,Live,finished,2023-12-10T09:00:00Z,2023-12-10T08:58:01Z,Youtube,fCqQAo1hbS4,CVHLHL2019070800:CVHLHL2019122503:CVHLHL2018060101:CVHLHL2019120100,【Minecraft】マイクラバーサス！チームホロライブ！！勝つぞ！！【ホロライブ/紫咲シオン】
CVHLHL2018082000,Live,finished,2024-01-29T10:00:00Z,2024-01-29T10:03:32Z,Youtube,Y5XNWSjjikI,,【にじさんじ身体測定】本間ひまわり様診察いたします！ 【ホロライブ/癒月ちょこ/本間ひまわり】
CVHLHL2018082000,Live,finished,2024-01-28T12:00:00Z,2024-01-28T12:00:36Z,Youtube,AhwMj8bsr7w,,【にじさんじ身体測定】えま★おうがすと様診察いたします！ 【ホロライブ/癒月ちょこ/えま★おうがすと】
CVHLHL2018082000,Live,finished,2024-01-25T13:00:00Z,2024-01-25T13:01:23Z,Youtube,nKYLbS6hAoE,,【Palworld】Palworld3日目！悪魔のダンジョン挑戦！！ 【ホロライブ/癒月ちょこ】
CVHLHL2018082000,Live,finished,2024-01-24T14:00:00Z,2024-01-24T13:58:28Z,Youtube,NsDqQ0Yuk1I,,【Palworld】Palworld２日目！悪魔の冒険！！ 【ホロライブ/癒月ちょこ】
CVHLHL2018082000,Live,finished,2024-01-22T14:00:00Z,2024-01-22T13:58:23Z,Youtube,17zQDpzQ4gc,,【Palworld】初めてのPalworld！悪魔降臨！！ 【ホロライブ/癒月ちょこ】
CVHLHL2018090300,Live,finished,2024-01-25T13:00:00Z,2024-01-25T13:02:18Z,Youtube,DXmf9wbd0Uw,,【Palworld】ぱーるぱるぱるぱるぱる2日目【百鬼あやめ/ホロライブ】
CVHLHL2018090300,Live,finished,2024-01-24T11:00:00Z,2024-01-24T11:01:11Z,Youtube,1e6GNF687Dc,CVHLHL2020112601,【Palworld】おにかんでホロ鯖パルワールド参戦！！！ #おにかん【百鬼あやめ/ホロライブ】
CVHLHL2018090300,Live,finished,2024-01-13T13:15:00Z,2024-01-13T13:18:07Z,Youtube,98exkqLgtp0,,【雑談】突然ですが【百鬼あやめ/ホロライブ】
CVHLHL2018090300,Live,finished,2024-01-08T08:45:00Z,2024-01-08T08:44:20Z,Youtube,XQA-rbQ1zWc,,【 #ホロお正月CUP2024 】Eグループ本選いく余～～【百鬼あやめ/ホロライブ】
CVHLHL2018090300,Live,finished,2024-01-07T08:15:00Z,2024-01-07T08:13:10Z,Youtube,IHrI7ypYkbs,,【 #ホロお正月CUP2024 】予選まずいかもです【百鬼あやめ/ホロライブ】
CVHLHL2019070800,Live,finished,2024-01-24T12:00:00Z,2024-01-24T12:00:30Z,Youtube,IyJ5mg4PDmo,,【偽夢】今度は夢から出られなくなってしまった…ぺこ！【ホロライブ/兎田ぺこら】
CVHLHL2019070800,Live,finished,2024-01-22T12:00:00Z,2024-01-22T12:01:05Z,Youtube,lBprZm8yX5Q,CVHLHL2019080102:CVHLHL2019080101,【テラリア/Terraria】最終回！初見でテラリア始めてみる！9日目ぺこ！【ホロライブ/兎田ぺこら】
CVHLHL2019070800,Live,finished,2024-01-19T12:00:00Z,2024-01-19T12:00:27Z,Youtube,Te4iPpQsQWc,CVHLHL2019080102:CVHLHL2019080101,【テラリア/Terraria】初見でテラリア始めてみる！6日目ぺこ！【ホロライブ/兎田ぺこら】
CVHLHL2019070800,Live,finished,2024-01-18T10:00:00Z,2024-01-18T10:00:17Z,Youtube,tRp_QZtumNk,CVHLHL2019080102:CVHLHL2019080101,【テラリア/Terraria】初見でテラリア始めてみる！5日目ぺこ！【ホロライブ/兎田ぺこら】
CVHLHL2019070800,video,finished,2024-01-18T09:00:32Z,2024-01-18T09:00:32Z,Youtube,_PXzA6_ls7M,,ぺこマリの #ブライダルドリーム  踊ってみた 【 #てぇてぇダンス】
CVHLHL2019080101,Live,finished,2024-01-22T09:00:00Z,2024-01-22T09:00:45Z,Youtube,Jkyklpp8B6M,,#05【DARK SOULS Ⅱ】(うｐ主失踪シリーズ)ゲリラチック！脳筋女騎士！毒の妃ミダを倒した先へッ🔥【白銀ノエル/ホロライブ】
CVHLHL2019080101,Live,finished,2024-01-21T03:00:00Z,2024-01-21T03:00:30Z,Youtube,FEsvnYKD_VQ,CVHLHL2019070800:CVHLHL2019080102,【テラリア/Terraria】休日昼出勤！どんどん強くなる！！ぺこマリノエテラリア８日目！【白銀ノエル/ホロライブ】
CVHLHL2019080101,Live,finished,2024-01-21T01:00:00Z,2024-01-21T01:01:30Z,Youtube,Q8sN4td7suY,,【朝活雑談】話したいこといっぱいさんでー！！🌞✨【白銀ノエル/ホロライブ】
CVHLHL2019080101,Live,finished,2024-01-20T02:00:00Z,2024-01-20T02:01:34Z,Youtube,AfJvaBXGzi8,,＃06【龍が如く極】(第8章途中～)完全初見！！脳筋女騎士...極道の世界へッッ／YAKUZA KIWAMI【白銀ノエル/ホロライブ】※ネタバレあり
CVHLHL2019080101,Live,finished,2024-01-15T13:00:00Z,2024-01-15T13:00:30Z,Youtube,ZRNGH1CLq9I,,【毎月15日は #ほめのびの日】団員さんのマシュマロをあびゃびゃするどー🍡【白銀ノエル/ホロライブ】
CVHLHL2019080100,Live,finished,2024-01-24T13:00:00Z,2024-01-24T13:05:46Z,Youtube,xxsq9cTnFCY,,【Palworld】卵ガチャでレアパルゲット？！お休み前のパルワ【不知火フレア/ホロライブ】
CVHLHL2019080100,Live,finished,2024-01-22T14:00:00Z,2024-01-22T14:00:56Z,Youtube,mTlq1Xon9Zc,,【Palworld】新たなエリアや仲間と出会いたい！【不知火フレア/ホロライブ】
CVHLHL2019080100,Live,finished,2024-01-21T13:00:00Z,2024-01-21T13:01:31Z,Youtube,UHCJqMPxtd0,,【Super Chat】いつもありがとう～～！💐スパチャお礼＆雑談【不知火フレア/ホロライブ】
CVHLHL2019080100,Live,finished,2024-01-20T18:30:00Z,2024-01-20T18:45:14Z,Youtube,PMmazAmoiv0,,【 Palworld】ホロ鯖きたー！パルワールドやんぞ！【不知火フレア/ホロライブ】
CVHLHL2019080100,Live,finished,2024-01-19T14:00:00Z,2024-01-19T14:01:50Z,Youtube,SLu_C8P1q5c,,【縦型配信/歌枠】深夜にまたーり歌う #shorts【不知火フレア/ホロライブ】
CVHLHL2020080604,Live,finished,2024-01-29T14:30:00Z,2024-01-29T14:30:28Z,Youtube,GclhGqw-wDQ,,【HAPPYでうめつくして】もうすぐ誕生日だからお祝いしよう！！！！！！！！！！！！【尾丸ポルカ/ホロライブ】
CVHLHL2020080604,Live,finished,2024-01-28T09:00:00Z,2024-01-28T09:01:22Z,Youtube,l6QJgTWQQm0,CVHLHL2020080600,【#らみぽるヘブバン】Angel Beats!復刻きた！ラミィと一緒に振り返る＆2周年間近のお祝い配信【尾丸ポルカ視点/ホロライブ】
CVHLHL2020080604,Live,upcoming,2024-01-30T12:00:00Z,,Youtube,W25VvoWh5zY,CVHLHL2020090901:CVHLHL2021081702:CVHLHL2021081704:CVHLHL2020120100,【#尾丸ポルカ生誕祭2024】POL ROCK 2024 開催！！！！【尾丸ポルカ/ホロライブ】
CVHLHL2020080604,Live,finished,2024-01-27T05:00:00Z,2024-01-27T05:04:41Z,Youtube,bOrEIx-eDHo,,【ホロ鯖 Palworld】ギルド出来たけどみんなヘラってるｗｗｗｗ【尾丸ポルカ/ホロライブ】
CVHLHL2020080604,Live,finished,2024-01-25T10:00:00Z,2024-01-25T10:00:07Z,Youtube,Zet1b38HyqA,,【ポルカの伝説】漫才のネタをAIに任せた結果ｗｗｗｗ
CVHLHL2020090902,video,finished,2024-01-29T05:00:27Z,2024-01-29T05:00:27Z,Youtube,ohn5ATW8iv8,,When The Love Rushes A Bit Too Much #shorts
CVHLHL2020090902,video,finished,2024-01-27T05:00:05Z,2024-01-27T05:00:05Z,Youtube,Apx4qv0Mcps,,SPICY NOODLES CHALLENGE  #shorts
CVHLHL2020090902,video,finished,2024-01-26T05:00:38Z,2024-01-26T05:00:38Z,Youtube,zc2a3h3hUn0,,Sleep Talking Dance! #shorts #sleeptalkingchallenge
CVHLHL2020090902,video,finished,2024-01-24T05:00:08Z,2024-01-24T05:00:08Z,Youtube,BK2Re18kpNs,,Robo Kiss - Takanashi Kiara Fancam / ロボキッス　小鳥遊キアラ推しカメラ
